VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
7748,20138,Manjula Murthy,17,2,0
7749,20145,Shobha Reddy,33,2,0
7750,20146,Rekha Rao,47,2,0
7751,20147,Kavitha Reddy,28,2,0
7752,20149,Asha Shetty,29,2,0
7753,20151,Deepa Kumar,70,2,0
7754,20154,Savitha Swamy,55,2,0
7755,20157,Chandrashekar Reddy,24,1,0
7756,20158,Sunitha Reddy,64,2,0
7757,20159,Pallavi Achar,54,2,0
7758,20160,Muniraju Naik,64,1,0
7759,20162,Harish,20,1,0
7760,20164,Rekha Patil,67,2,0
7761,20165,Lakshmi Hegde,68,2,0
7762,20169,Rathnamma Gowda,65,2,0
7763,20172,Manjula Achar,35,2,0
7764,20174,Yogesh Poojari,24,1,0
7765,20176,Kavitha Rao,40,2,0
7766,20178,Ramesh Kumar,66,1,0
7767,20180,Puneeth Naik,58,1,0
7768,20184,Nagamma Swamy,47,2,0
7769,20185,Srinivas Naik,21,1,1
7770,20186,Geetha Murthy,59,2,0
7771,20187,Raghavendra Hegde,48,1,0
7772,20190,Santosh Hegde,29,1,0
7773,20191,Pallavi,41,2,0
7774,20193,Vani,59,2,0
7775,20194,Mahesh Gowda,71,1,0
7776,20195,Asha Kumar,44,2,0
7777,20196,Deepa Reddy,53,2,0
7778,20199,Sunitha Poojari,18,2,0
7779,20200,Puneeth Achar,38,1,0
7780,20204,Nagaraj Patil,60,1,1
7781,20206,Shwetha Achar,64,2,0
7782,20209,Geetha Swamy,68,2,0
7783,20212,Shwetha,19,2,0
7784,20213,Kavitha,46,2,0
7785,20217,Bhagya Naik,26,2,0
7786,20220,Shivakumar Rao,63,1,0
7787,20221,Lakshmi Gowda,66,2,0
7788,20222,Rekha,53,2,0
7789,20223,Manjunath Patil,48,1,0
7790,20240,Divya Rao,20,2,0
7791,20242,Sunitha Achar,60,2,0
7792,20244,Shwetha Naik,29,2,0
7793,20245,Sunitha Shetty,32,2,0
7794,20248,Rekha,75,2,0
7795,20251,Asha Swamy,36,2,0
7796,20252,Geetha Shetty,65,2,0
7797,20254,Savitha Hegde,16,2,0
7798,20261,Prakash Rao,41,1,0
7799,20262,Manjunath Gowda,56,1,0
7800,20268,Nagamma Poojari,35,2,0
7801,20269,Bhagya Shetty,29,2,0
7802,20272,Savitha Poojari,19,2,0
7803,20275,Rekha Kumar,22,2,0
7804,20283,Asha Kumar,31,2,0
7805,20290,Puneeth,22,1,0
7806,20292,Vani Hegde,47,2,0
7807,20293,Rathnamma Gowda,22,2,0
7808,20296,Suresh Hegde,46,1,0
7809,20298,Darshan Poojari,37,1,0
7810,20300,Sunitha,67,2,0
7811,20303,Suresh Hegde,31,1,0
7812,20304,Padma Gowda,62,2,0
7813,20305,Divya Murthy,29,2,0
7814,20306,Puneeth Murthy,52,1,0
7815,20310,Krishnappa Hegde,62,1,0
7816,20312,Padma Hegde,53,2,0
7817,20313,Shobha Achar,45,2,0
7818,20323,Darshan,57,1,0
7819,20327,Geetha Patil,69,2,0
7820,20328,Manjula Rao,53,2,0
7821,20331,Shobha Murthy,72,2,0
7822,20337,Ramesh,25,1,0
7823,20339,Srinivas,27,1,0
7824,20340,Shwetha,39,2,0
7825,20341,Rekha Naik,39,2,0
7826,20344,Padma Reddy,73,2,0
7827,20347,Lakshmi Kumar,58,2,0
7828,20348,Shivakumar Shetty,18,1,0
7829,20357,Pallavi Reddy,55,2,0
7830,20360,Shobha Swamy,69,2,0
7831,20361,Girish Reddy,62,1,0
7832,20367,Girish,74,1,0
7833,20374,Lakshmi,73,2,0
7834,20378,Asha Rao,64,2,0
7835,20380,Sunitha Murthy,51,2,0
7836,20381,Rathnamma Murthy,54,2,0
7837,20389,Muniraju Patil,29,1,0
7838,20393,Asha Naik,62,2,0
7839,20394,Lakshmi Achar,45,2,0
7840,20395,Shwetha,25,2,0
7841,20396,Puneeth,50,1,0
7842,20406,Padma,25,2,0
7843,20409,Harish Poojari,55,1,0
7844,20410,Lokesh,66,1,0
7845,20411,Manjula Kumar,19,2,0
7846,20412,Lakshmi Hegde,49,2,0
7847,20413,Sunitha Gowda,56,2,0
7848,20416,Vani Kumar,24,2,0
7849,20418,Girish Hegde,58,1,0
7850,20422,Asha,73,2,0
7851,20425,Kavitha Rao,50,2,0
7852,20426,Manjunath Shetty,21,1,0
7853,20427,Savitha Murthy,54,2,0
7854,20432,Deepa Shetty,73,2,0
7855,20433,Deepa,32,2,0
7856,20438,Srinivas Gowda,43,1,0
7857,20442,Divya Gowda,75,2,0
7858,20443,Lokesh Naik,45,1,0
7859,20449,Yogesh Patil,33,1,0
7860,20453,Harish Achar,36,1,0
7861,20454,Shobha Poojari,44,2,0
7862,20455,Rathnamma Swamy,67,2,0
7863,20460,Asha,54,2,0
7864,20464,Shivakumar Kumar,49,1,0
7865,20468,Padma Swamy,64,2,0
7866,20469,Vani Patil,41,2,0
7867,20470,Divya,16,2,0
7868,20472,Vani Shetty,64,2,0
7869,20478,Srinivas Reddy,25,1,0
7870,20480,Puneeth Reddy,58,1,0
7871,20488,Raghavendra Shetty,72,1,0
7872,20489,Manjunath Naik,65,1,0
7873,20492,Darshan Rao,56,1,0
7874,20493,Deepa Murthy,64,2,0
7875,20495,Geetha Murthy,69,2,0
7876,20498,Harish Naik,53,1,0
7877,20503,Krishnappa Patil,57,1,0
7878,20504,Savitha Murthy,35,2,0
7879,20506,Geetha,57,2,0
7880,20512,Puneeth Shetty,19,1,0
7881,20513,Bhagya,38,2,0
7882,20520,Sunitha Rao,57,2,0
7883,20521,Rathnamma Naik,50,2,0
7884,20528,Divya Patil,57,2,0
7885,20529,Umesh Hegde,55,1,0
7886,20531,Asha Rao,63,2,0
7887,20534,Ramesh Achar,36,1,0
7888,20539,Sunitha Naik,31,2,0
7889,20540,Vani Murthy,31,2,0
7890,20542,Nagamma Naik,72,2,0
7891,20543,Divya Reddy,52,2,0
7892,20544,Bhagya Murthy,35,2,0
7893,20545,Kavitha Hegde,45,2,0
7894,20548,Shwetha Shetty,26,2,0
7895,20549,Ramesh Rao,47,1,0
7896,20550,Lokesh Naik,49,1,0
7897,20552,Asha Swamy,40,2,0
7898,20555,Geetha,51,2,0
7899,20556,Pallavi Swamy,43,2,0
7900,20558,Shivakumar Poojari,25,1,0
7901,20561,Krishnappa Hegde,31,1,0
7902,20563,Savitha Swamy,45,2,0
7903,20564,Shobha Achar,74,2,0
7904,20565,Pallavi Hegde,42,2,0
7905,20566,Rekha Poojari,67,2,0
7906,20567,Shwetha,55,2,0
7907,20568,Manjunath Rao,42,1,0
7908,20570,Bhagya Achar,65,2,0
7909,20571,Savitha Shetty,37,2,0
7910,20573,Divya Achar,51,2,0
7911,20574,Krishnappa Rao,17,1,0
7912,20575,Lakshmi Hegde,40,2,0
7913,20580,Vani Naik,47,2,0
7914,20581,Basavaraj Gowda,38,1,0
7915,20582,Lakshmi Hegde,70,2,0
7916,20584,Geetha Shetty,56,2,0
7917,20585,Nagamma Naik,30,2,0
7918,20586,Divya Shetty,41,2,0
7919,20589,Savitha Murthy,27,2,0
7920,20590,Savitha,66,2,0
7921,20591,Girish Kumar,73,1,0
7922,20593,Divya,31,2,0
7923,20598,Muniraju Swamy,51,1,0
7924,20601,Manjunath Patil,32,1,0
7925,20603,Bhagya,46,2,0
7926,20605,Rekha Swamy,28,2,0
7927,20607,Nagamma,39,2,0
7928,20609,Rekha Reddy,56,2,0
7929,20610,Bhagya Shetty,67,2,0
7930,20617,Suresh Patil,72,1,0
7931,20623,Manjunath Naik,75,1,0
7932,20627,Sunitha,22,2,0
7933,20628,Umesh Achar,68,1,0
7934,20629,Girish Naik,17,1,0
7935,20633,Anand,49,1,0
7936,20635,Yogesh Achar,67,1,0
7937,20639,Darshan,47,1,0
7938,20646,Vani Hegde,45,2,0
7939,20647,Nagaraj Achar,42,1,0
7940,20648,Padma Murthy,45,2,0
7941,20651,Savitha Swamy,59,2,0
7942,20655,Shwetha Swamy,35,2,0
7943,20658,Asha Naik,47,2,0
7944,20661,Manjula Gowda,26,2,0
7945,20663,Vani Murthy,67,2,0
7946,20665,Rekha,64,2,0
7947,20666,Muniraju Swamy,52,1,0
7948,20668,Nagamma Gowda,66,2,0
7949,20671,Bhagya Rao,33,2,0
7950,20672,Lokesh,58,1,0
7951,20673,Asha Naik,50,2,0
7952,20675,Shivakumar,18,1,0
7953,20676,Basavaraj Patil,52,1,0
7954,20677,Pallavi Gowda,28,2,0
7955,20679,Divya,28,2,0
7956,20680,Umesh Hegde,71,1,0
7957,20681,Krishnappa,34,1,0
7958,20682,Bhagya Patil,42,2,0
7959,20683,Sunitha Naik,25,2,0
7960,20684,Darshan Patil,51,1,0
7961,20688,Sunitha,30,2,0
7962,20693,Lakshmi Poojari,26,2,0
7963,20694,Shobha Swamy,68,2,0
7964,20696,Vani,28,2,0
7965,20703,Rekha Reddy,31,2,0
7966,20705,Pallavi Achar,46,2,0
7967,20707,Vani Swamy,60,2,0
7968,20708,Deepa Swamy,40,2,0
7969,20709,Rathnamma,56,2,0
7970,20715,Sunitha Rao,38,2,0
7971,20717,Sunitha Shetty,62,2,0
7972,20718,Yogesh,40,1,0
7973,20719,Rekha Patil,38,2,0
7974,20727,Kavitha Shetty,67,2,0
7975,20730,Bhagya Poojari,41,2,0
7976,20733,Mahesh Reddy,61,1,0
7977,20737,Deepa Poojari,49,2,0
7978,20738,Puneeth,37,1,0
7979,20739,Sunitha Poojari,26,2,0
7980,20744,Shwetha Naik,72,2,0
7981,20745,Deepa Hegde,58,2,0
7982,20746,Divya Reddy,53,2,0
7983,20747,Puneeth Achar,25,1,0
7984,20754,Asha Naik,64,2,0
7985,20755,Geetha Rao,72,2,0
7986,20756,Srinivas Swamy,69,1,0
7987,20757,Geetha Achar,62,2,0
7988,20763,Deepa Poojari,72,2,0
7989,20765,Prakash Poojari,42,1,0
7990,20768,Mahesh Kumar,43,1,0
7991,20770,Basavaraj Rao,41,1,0
7992,20771,Divya Shetty,42,2,0
7993,20772,Nagamma Murthy,67,2,0
7994,20773,Rathnamma Hegde,58,2,0
7995,20776,Kiran,75,1,0
7996,20778,Geetha,62,2,0
7997,20781,Manjula Naik,43,2,0
7998,20785,Manjula Gowda,30,2,0
7999,20787,Lakshmi,22,2,0
8000,20789,Deepa,21,2,0
8001,20793,Geetha Swamy,22,2,0
8002,20794,Umesh Gowda,19,1,0
8003,20795,Kavitha Naik,46,2,0
8004,20798,Sunitha Reddy,24,2,0
8005,20799,Manjunath Shetty,60,1,0
8006,20800,Shobha Shetty,71,2,0
8007,20808,Deepa Gowda,55,2,0
8008,20810,Shwetha,72,2,0
8009,20811,Divya,34,2,0
8010,20813,Raghavendra Rao,43,1,0
8011,20814,Manjula,49,2,0
8012,20815,Rathnamma Gowda,35,2,0
8013,20817,Asha,70,2,0
8014,20820,Basavaraj Swamy,36,1,0
8015,20821,Anand Naik,52,1,0
8016,20822,Mahesh Reddy,23,1,0
8017,20823,Mahesh Naik,36,1,0
8018,20826,Yogesh Kumar,44,1,0
8019,20828,Rekha Shetty,34,2,0
8020,20829,Divya,55,2,0
8021,20833,Deepa Hegde,40,2,0
8022,20837,Srinivas Rao,75,1,0
8023,20839,Prakash Rao,19,1,0
8024,20843,Vani,18,2,0
8025,20845,Divya Patil,71,2,0
8026,20847,Asha Swamy,27,2,0
8027,20848,Asha,16,2,0
8028,20850,Rekha Achar,21,2,0
8029,20853,Pallavi Shetty,40,2,0
8030,20855,Manjula Rao,70,2,0
8031,20856,Divya Swamy,46,2,0
8032,20858,Raghavendra Gowda,32,1,0
8033,20859,Geetha Naik,26,2,0
8034,20861,Sunitha Naik,74,2,0
8035,20866,Savitha Poojari,23,2,0
8036,20872,Rathnamma,64,2,0
8037,20874,Rathnamma Gowda,50,2,0
8038,20877,Shivakumar Poojari,61,1,0
8039,20879,Manjula Gowda,25,2,0
8040,20885,Shobha Kumar,66,2,0
8041,20886,Shwetha Gowda,19,2,0
8042,20889,Manjunath,60,1,0
8043,20892,Padma Poojari,50,2,0
8044,20899,Kavitha Gowda,64,2,0
8045,20901,Girish Patil,49,1,0
8046,20902,Deepa,37,2,0
8047,20910,Manjula,17,2,0
8048,20911,Rekha,70,2,0
8049,20919,Bhagya Murthy,20,2,0
8050,20922,Lakshmi Patil,33,2,0
8051,20925,Lakshmi,29,2,0
8052,20927,Nagamma Patil,24,2,0
8053,20930,Nagamma Shetty,46,2,0
8054,20931,Santosh Patil,47,1,0
8055,20933,Shwetha Rao,57,2,0
8056,20934,Divya Murthy,56,2,0
8057,20935,Divya Kumar,60,2,0
8058,20942,Srinivas Reddy,22,1,0
8059,20944,Divya Poojari,35,2,0
8060,20948,Nagamma Shetty,39,2,0
8061,20949,Shobha Patil,33,2,0
8062,20950,Rathnamma Shetty,42,2,0
8063,20952,Kavitha Reddy,26,2,0
8064,20956,Shwetha Murthy,66,2,0
8065,20957,Anand Gowda,36,1,0
8066,20963,Pallavi Achar,38,2,0
8067,20965,Rathnamma Shetty,53,2,0
8068,20970,Rekha,28,2,0
8069,20972,Raghavendra Achar,24,1,0
8070,20974,Deepa Rao,33,2,0
8071,20975,Divya Poojari,31,2,0
8072,20977,Kavitha Patil,18,2,0
8073,20979,Chandrashekar Reddy,42,1,0
8074,20980,Ramesh Swamy,48,1,0
8075,20982,Santosh Naik,33,1,0
8076,20986,Ramesh,29,1,0
8077,20988,Shobha Swamy,19,2,0
8078,20990,Padma Reddy,23,2,0
8079,20993,Yogesh,36,1,0
8080,20995,Sunitha,26,2,0
8081,20996,Bhagya Patil,53,2,0
8082,20997,Pallavi Rao,63,2,0
8083,20998,Girish Reddy,67,1,0
8084,20999,Pallavi Reddy,68,2,0
8085,21002,Padma Murthy,20,2,0
8086,21011,Kavitha Rao,53,2,0
8087,21016,Deepa Rao,34,2,0
8088,21020,Padma,64,2,0
8089,21026,Yogesh Shetty,42,1,0
8090,21028,Asha Achar,20,2,0
8091,21031,Bhagya Patil,31,2,0
8092,21036,Harish Achar,61,1,0
8093,21045,Sunitha Rao,56,2,0
8094,21047,Raghavendra Achar,19,1,0
8095,21049,Rathnamma,18,2,0
8096,21051,Prakash Patil,42,1,0
8097,21055,Divya Shetty,73,2,0
8098,21056,Sunitha Murthy,46,2,0
8099,21058,Anand Swamy,16,1,0
8100,21061,Geetha Swamy,73,2,0
8101,21062,Rathnamma Shetty,68,2,0
8102,21064,Lakshmi Poojari,21,2,0
8103,21067,Pallavi,65,2,0
8104,21068,Girish Achar,53,1,0
8105,21069,Rathnamma Hegde,30,2,0
8106,21070,Asha,22,2,0
8107,21071,Shwetha Murthy,74,2,0
8108,21072,Savitha,44,2,0
8109,21075,Geetha,60,2,0
8110,21076,Vani Kumar,34,2,0
8111,21077,Deepa Shetty,24,2,0
8112,21080,Sunitha Shetty,65,2,0
8113,21082,Pallavi Achar,73,2,0
8114,21085,Divya Gowda,59,2,0
8115,21087,Sunitha,30,2,0
8116,21088,Rathnamma,42,2,0
8117,21092,Savitha Patil,68,2,0
8118,21093,Rekha Kumar,31,2,0
8119,21094,Ramesh Patil,75,1,0
8120,21095,Divya Poojari,42,2,0
8121,21096,Santosh Naik,71,1,0
8122,21097,Kavitha Patil,16,2,0
8123,21099,Rekha,35,2,0
8124,21100,Muniraju Gowda,31,1,0
8125,21103,Ramesh Gowda,41,1,0
8126,21105,Nagamma Reddy,34,2,0
8127,21110,Yogesh Murthy,38,1,0
8128,21113,Savitha Achar,34,2,0
8129,21114,Bhagya Naik,35,2,0
8130,21116,Nagamma Naik,56,2,0
8131,21118,Geetha Achar,23,2,0
8132,21119,Shobha Naik,33,2,0
8133,21120,Santosh Gowda,56,1,0
8134,21124,Chandrashekar Reddy,49,1,0
8135,21127,Vani Murthy,62,2,0
8136,21128,Rekha Naik,23,2,0
8137,21129,Prakash Shetty,50,1,0
8138,21138,Asha Poojari,57,2,0
8139,21139,Puneeth Gowda,53,1,0
8140,21143,Kavitha Gowda,59,2,0
8141,21144,Shwetha Patil,70,2,0
8142,21146,Savitha Kumar,65,2,0
8143,21150,Deepa Patil,27,2,0
8144,21152,Rathnamma,65,2,0
8145,21156,Shwetha Patil,16,2,0
8146,21165,Mahesh Achar,20,1,0
8147,21166,Shwetha Gowda,42,2,0
8148,21169,Divya Rao,75,2,0
8149,21174,Asha Gowda,52,2,0
8150,21175,Puneeth,46,1,0
8151,21177,Shobha Reddy,48,2,0
8152,21178,Girish Achar,64,1,0
8153,21181,Mahesh Patil,53,1,0
8154,21182,Deepa,27,2,0
8155,21183,Savitha Naik,50,2,0
8156,21185,Sunitha Naik,75,2,0
8157,21187,Sunitha Achar,67,2,0
8158,21189,Deepa Patil,48,2,0
8159,21191,Kavitha,71,2,0
8160,21195,Mahesh Swamy,67,1,0
8161,21196,Deepa Naik,48,2,0
8162,21197,Kavitha Murthy,60,2,0
8163,21202,Lakshmi Achar,50,2,0
8164,21205,Manjula,59,2,0
8165,21210,Rekha Hegde,73,2,0
8166,21214,Mahesh,69,1,0
8167,21216,Asha Shetty,36,2,0
8168,21218,Harish,45,1,0
8169,21227,Deepa Poojari,55,2,0
8170,21229,Rathnamma Hegde,53,2,0
8171,21230,Mahesh Murthy,21,1,0
8172,21233,Lakshmi Reddy,40,2,0
8173,21236,Vani Patil,54,2,0
8174,21242,Kavitha Gowda,38,2,0
8175,21245,Srinivas,63,1,0
8176,21251,Shobha,51,2,0
8177,21252,Shwetha Murthy,34,2,0
8178,21259,Nagamma Patil,48,2,0
8179,21260,Shwetha,34,2,0
8180,21262,Shobha Kumar,21,2,0
8181,21263,Kiran Hegde,62,1,0
8182,21270,Lakshmi Reddy,29,2,0
8183,21271,Kiran Patil,55,1,0
8184,21273,Rekha Swamy,19,2,0
8185,21276,Darshan Shetty,46,1,0
8186,21277,Vani Swamy,27,2,0
8187,21281,Lakshmi Hegde,26,2,0
8188,21290,Vani Murthy,67,2,0
8189,21293,Geetha Kumar,61,2,0
8190,21294,Basavaraj Swamy,74,1,0
8191,21296,Shwetha,46,2,0
8192,21297,Divya,21,2,0
8193,21301,Asha Patil,21,2,0
8194,21302,Santosh Hegde,40,1,0
8195,21317,Raghavendra,31,1,0
8196,21320,Kiran Reddy,49,1,0
8197,21321,Mahesh Naik,26,1,0
8198,21322,Manjula Gowda,35,2,0
8199,21323,Rekha Kumar,46,2,0
8200,21325,Shobha Patil,44,2,0
8201,21328,Vani,38,2,0
8202,21329,Lakshmi Gowda,62,2,0
8203,21331,Umesh Naik,52,1,0
8204,21338,Shwetha,58,2,0
8205,21343,Manjunath Kumar,34,1,0
8206,21345,Shivakumar Poojari,17,1,0
8207,21353,Deepa Poojari,50,2,0
8208,21356,Basavaraj Naik,54,1,0
8209,21359,Asha Kumar,49,2,0
8210,21360,Kavitha,18,2,0
8211,21365,Sunitha Hegde,57,2,0
8212,21366,Geetha Swamy,69,2,0
8213,21367,Nagamma,23,2,0
8214,21368,Savitha Swamy,64,2,0
8215,21370,Geetha Achar,31,2,0
8216,21373,Sunitha Shetty,55,2,0
8217,21375,Sunitha Hegde,58,2,0
8218,21377,Divya,62,2,0
8219,21378,Darshan Hegde,61,1,0
8220,21379,Vani Patil,68,2,0
8221,21380,Asha Shetty,60,2,0
8222,21386,Asha Shetty,58,2,0
8223,21400,Savitha Swamy,45,2,0
8224,21402,Bhagya Reddy,21,2,0
8225,21406,Shwetha Swamy,44,2,0
8226,21407,Suresh Poojari,51,1,0
8227,21411,Pallavi Reddy,18,2,0
8228,21414,Padma Rao,64,2,0
8229,21415,Rekha Reddy,68,2,0
8230,21420,Umesh Murthy,37,1,0
8231,21423,Shwetha Poojari,54,2,0
8232,21424,Harish Naik,25,1,0
8233,21429,Rekha Naik,38,2,0
8234,21431,Rathnamma Swamy,43,2,0
8235,21433,Girish,54,1,0
8236,21435,Padma Naik,36,2,0
8237,21439,Kavitha Gowda,57,2,0
8238,21440,Pallavi Achar,32,2,0
8239,21442,Rekha Naik,66,2,0
8240,21443,Deepa Reddy,25,2,0
8241,21445,Asha Shetty,36,2,0
8242,21449,Nagaraj Murthy,65,1,0
8243,21450,Ramesh Kumar,53,1,0
8244,21454,Asha Reddy,50,2,0
8245,21456,Nagamma Shetty,18,2,0
8246,21460,Deepa Murthy,54,2,0
8247,21461,Lakshmi Reddy,57,2,0
8248,21467,Umesh,32,1,0
8249,21468,Lakshmi Kumar,63,2,0
8250,21476,Yogesh Murthy,33,1,0
8251,21480,Shobha Hegde,44,2,0
8252,21481,Krishnappa Kumar,60,1,0
8253,21482,Rathnamma Achar,33,2,0
8254,21483,Darshan Kumar,54,1,0
8255,21487,Geetha Naik,65,2,0
8256,21489,Venkatesh Patil,62,1,0
8257,21491,Krishnappa Patil,75,1,0
8258,21492,Kavitha Kumar,24,2,0
8259,21498,Savitha Achar,48,2,0
8260,21501,Lakshmi Patil,47,2,0
8261,21502,Shivakumar Poojari,50,1,0
8262,21503,Lakshmi Murthy,75,2,0
8263,21504,Harish Shetty,30,1,0
8264,21505,Darshan Reddy,61,1,0
8265,21508,Manjunath,73,1,0
8266,21510,Savitha,38,2,0
8267,21513,Geetha Gowda,72,2,0
8268,21518,Girish Poojari,18,1,0
8269,21525,Kavitha Patil,63,2,0
8270,21526,Manjula Poojari,41,2,0
8271,21527,Lokesh Kumar,42,1,0
8272,21528,Lokesh,44,1,0
8273,21532,Manjunath Gowda,74,1,0
8274,21534,Deepa,29,2,0
8275,21536,Muniraju Naik,52,1,0
8276,21537,Asha Rao,59,2,0
8277,21540,Shwetha Gowda,28,2,0
8278,21546,Manjula,20,2,0
8279,21547,Padma Hegde,40,2,0
8280,21548,Vani,32,2,0
8281,21549,Padma Reddy,55,2,0
8282,21551,Raghavendra,39,1,0
8283,21552,Padma Rao,40,2,0
8284,21555,Divya Murthy,45,2,0
8285,21556,Nagamma Naik,39,2,0
8286,21557,Lakshmi,37,2,0
8287,21562,Santosh Swamy,28,1,0
8288,21563,Rekha Murthy,47,2,0
8289,21564,Lakshmi Shetty,66,2,0
8290,21566,Nagamma,41,2,0
8291,21576,Rekha Poojari,69,2,0
8292,21579,Pallavi Murthy,68,2,0
8293,21585,Shobha,60,2,0
8294,21587,Pallavi,24,2,0
8295,21592,Suresh Patil,46,1,0
8296,21594,Rathnamma Kumar,67,2,0
8297,21595,Shobha,23,2,0
8298,21597,Nagaraj Kumar,70,1,0
8299,21599,Savitha Hegde,19,2,0
8300,21600,Sunitha,21,2,0
8301,21603,Chandrashekar,21,1,0
8302,21607,Shwetha Kumar,27,2,0
8303,21608,Basavaraj,56,1,0
8304,21611,Puneeth Kumar,17,1,0
8305,21616,Srinivas Achar,38,1,0
8306,21617,Padma,44,2,0
8307,21619,Geetha Kumar,40,2,0
8308,21620,Deepa Gowda,43,2,0
8309,21625,Deepa,37,2,0
8310,21627,Nagamma,69,2,0
8311,21628,Divya Rao,47,2,0
8312,21630,Savitha Gowda,69,2,0
8313,21632,Geetha Naik,56,2,0
8314,21633,Bhagya Poojari,53,2,0
8315,21635,Suresh Swamy,64,1,0
8316,21636,Bhagya Rao,54,2,0
8317,21638,Vani Poojari,45,2,0
8318,21640,Sunitha Hegde,53,2,0
8319,21643,Harish Reddy,61,1,0
8320,21644,Rekha Murthy,57,2,0
8321,21647,Asha Rao,54,2,0
8322,21649,Umesh Shetty,47,1,0
8323,21650,Lakshmi Shetty,74,2,0
8324,21654,Asha Achar,23,2,0
8325,21655,Deepa Swamy,21,2,0
8326,21656,Padma Shetty,30,2,0
8327,21659,Krishnappa Rao,63,1,0
8328,21660,Shwetha Gowda,40,2,0
8329,21664,Savitha,36,2,0
8330,21668,Shobha Shetty,37,2,0
8331,21671,Vani Naik,69,2,0
8332,21673,Prakash Poojari,24,1,0
8333,21675,Nagamma Murthy,68,2,0
8334,21676,Sunitha Naik,27,2,0
8335,21679,Nagaraj Kumar,62,1,0
8336,21681,Bhagya Kumar,26,2,0
8337,21682,Krishnappa Kumar,41,1,0
8338,21689,Nagamma Hegde,43,2,0
8339,21692,Savitha Kumar,22,2,0
8340,21693,Bhagya Naik,47,2,0
8341,21695,Kavitha,45,2,0
8342,21698,Bhagya,25,2,0
8343,21704,Manjula Swamy,16,2,0
8344,21705,Deepa Poojari,30,2,0
8345,21708,Pallavi Shetty,32,2,0
8346,21714,Sunitha,27,2,0
8347,21717,Shwetha Swamy,25,2,0
8348,21719,Nagaraj Gowda,39,1,0
8349,21722,Krishnappa,32,1,0
8350,21724,Rekha Rao,20,2,0
8351,21726,Manjula,64,2,0
8352,21730,Suresh Shetty,33,1,0
8353,21734,Rekha,32,2,0
8354,21735,Shobha Swamy,17,2,0
8355,21739,Santosh Hegde,18,1,0
8356,21746,Kavitha,34,2,0
8357,21747,Bhagya Kumar,48,2,0
8358,21750,Nagamma Naik,69,2,0
8359,21751,Kavitha Rao,44,2,0
8360,21752,Pallavi Naik,74,2,0
8361,21753,Asha,68,2,0
8362,21754,Padma Rao,45,2,0
8363,21766,Harish Swamy,64,1,0
8364,21767,Rekha,32,2,0
8365,21769,Harish Kumar,54,1,0
8366,21772,Rekha Rao,28,2,0
8367,21776,Savitha,29,2,0
8368,21779,Muniraju,38,1,0
8369,21783,Nagamma Patil,47,2,0
8370,21784,Ramesh Kumar,31,1,0
8371,21786,Nagamma Shetty,36,2,0
8372,21796,Kavitha Rao,31,2,0
8373,21797,Bhagya Shetty,58,2,0
8374,21798,Ramesh Hegde,41,1,0
8375,21799,Divya Poojari,72,2,0
8376,21800,Yogesh Achar,61,1,0
8377,21805,Shobha Reddy,27,2,0
8378,21806,Savitha Rao,69,2,0
8379,21810,Deepa Naik,54,2,0
8380,21813,Shobha Shetty,62,2,0
8381,21821,Shivakumar Reddy,70,1,0
8382,21823,Vani,40,2,0
8383,21825,Nagamma Patil,24,2,0
8384,21827,Kavitha Reddy,54,2,0
8385,21828,Lakshmi Rao,18,2,0
8386,21829,Nagaraj,21,1,0
8387,21831,Ramesh,66,1,0
8388,21833,Nagamma Poojari,54,2,0
8389,21836,Darshan,74,1,0
8390,21838,Asha Poojari,60,2,0
8391,21840,Umesh Hegde,70,1,0
8392,21841,Shobha,40,2,0
8393,21842,Deepa Patil,72,2,0
8394,21843,Shobha Hegde,40,2,0
8395,21844,Pallavi Shetty,38,2,0
8396,21846,Santosh Murthy,43,1,0
8397,21850,Yogesh,26,1,0
8398,21852,Srinivas Hegde,51,1,0
8399,21857,Lakshmi Murthy,64,2,0
8400,21861,Srinivas Reddy,45,1,0
8401,21863,Vani Achar,47,2,0
8402,21865,Asha,25,2,0
8403,21866,Rathnamma,61,2,0
8404,21867,Shobha Naik,62,2,0
8405,21869,Geetha Poojari,43,2,0
8406,21871,Asha,26,2,0
8407,21873,Rathnamma,63,2,0
8408,21874,Deepa Murthy,72,2,0
8409,21875,Pallavi Achar,52,2,0
8410,21876,Manjula Patil,21,2,0
8411,21878,Bhagya Rao,53,2,0
8412,21881,Bhagya Reddy,22,2,0
8413,21882,Shobha Achar,52,2,0
8414,21884,Bhagya Gowda,71,2,0
8415,21887,Kavitha,50,2,0
8416,21888,Bhagya,51,2,0
8417,21891,Divya Hegde,23,2,0
8418,21892,Srinivas Shetty,61,1,0
8419,21893,Asha Achar,65,2,0
8420,21895,Kiran Rao,25,1,0
8421,21900,Harish Naik,66,1,0
8422,21901,Lakshmi Rao,29,2,0
8423,21904,Bhagya Rao,38,2,0
8424,21906,Asha Murthy,52,2,0
8425,21909,Lakshmi,41,2,0
8426,21910,Manjula Achar,44,2,0
8427,21912,Geetha Rao,19,2,0
8428,21918,Anand,45,1,0
8429,21919,Deepa Hegde,62,2,0
8430,21921,Kavitha Murthy,34,2,0
8431,21922,Rekha Poojari,33,2,0
8432,21925,Raghavendra,16,1,0
8433,21927,Basavaraj,54,1,0
